X1,X2,X3,X4,X5,X6,X7,X8,Y1,Y2
0.82,612.5,318.5,147.0,7.0,4.0,0.25,3.0,0.2537,0.2695
0.82,612.5,318.5,147.0,7.0,5.0,0.25,3.0,0.2517,0.2641
0.79,637.0,343.0,147.0,7.0,2.0,0.25,3.0,0.3903999999999999,0.4513
0.79,637.0,343.0,147.0,7.0,3.0,0.25,3.0,0.3835,0.4366
0.79,637.0,343.0,147.0,7.0,5.0,0.25,3.0,0.3983,0.3686999999999999
0.76,661.5,416.5,122.5,7.0,2.0,0.25,3.0,0.3599,0.3607
0.76,661.5,416.5,122.5,7.0,3.0,0.25,3.0,0.3659,0.3644
0.76,661.5,416.5,122.5,7.0,4.0,0.25,3.0,0.3564,0.3728
0.76,661.5,416.5,122.5,7.0,5.0,0.25,3.0,0.3652,0.3729
0.74,686.0,245.0,220.5,3.5,2.0,0.25,3.0,0.118,0.1449
0.74,686.0,245.0,220.5,3.5,3.0,0.25,3.0,0.1202999999999999,0.1379
0.74,686.0,245.0,220.5,3.5,5.0,0.25,3.0,0.1168999999999999,0.1476
0.71,710.5,269.5,220.5,3.5,2.0,0.25,3.0,0.1241,0.1492
0.71,710.5,269.5,220.5,3.5,3.0,0.25,3.0,0.1227999999999999,0.1474
0.71,710.5,269.5,220.5,3.5,4.0,0.25,3.0,0.121,0.1557
0.71,710.5,269.5,220.5,3.5,5.0,0.25,3.0,0.1219,0.1494
0.69,735.0,294.0,220.5,3.5,2.0,0.25,3.0,0.1234,0.1492
0.69,735.0,294.0,220.5,3.5,3.0,0.25,3.0,0.1246,0.1438
0.69,735.0,294.0,220.5,3.5,4.0,0.25,3.0,0.1231,0.1543999999999999
0.66,759.5,318.5,220.5,3.5,2.0,0.25,3.0,0.1297,0.1553
0.66,759.5,318.5,220.5,3.5,3.0,0.25,3.0,0.1301,0.158
0.66,759.5,318.5,220.5,3.5,4.0,0.25,3.0,0.1274,0.1614
0.66,759.5,318.5,220.5,3.5,5.0,0.25,3.0,0.1284,0.1626
0.64,784.0,343.0,220.5,3.5,2.0,0.25,3.0,0.1682999999999999,0.1987
0.64,784.0,343.0,220.5,3.5,3.0,0.25,3.0,0.1693,0.2003
0.64,784.0,343.0,220.5,3.5,4.0,0.25,3.0,0.1666,0.2046
0.62,808.5,367.5,708.5,3.5,2.0,0.25,3.0,0.1391,0.1489
0.62,808.5,367.5,220.5,3.5,3.0,0.25,3.0,0.1434,0.1496
0.62,808.5,367.5,220.5,3.5,4.0,0.25,3.0,0.1394999999999999,0.1489
0.62,808.5,367.5,220.5,3.5,5.0,0.25,3.0,0.1399,0.1435
0.98,514.5,294.0,110.25,7.0,2.0,0.25,4.0,0.287,0.2961
0.98,514.5,294.0,110.25,7.0,3.0,0.25,4.0,0.2855,0.2959
0.98,514.5,294.0,110.25,7.0,5.0,0.25,4.0,0.2862,0.3012
0.9,563.5,318.5,122.5,7.0,2.0,0.25,4.0,0.3267,0.3212
0.9,563.5,318.5,122.5,7.0,3.0,0.25,4.0,0.3169,0.3712
0.9,563.5,318.5,122.5,7.0,4.0,0.25,4.0,0.3207,0.3616
0.9,563.5,318.5,122.5,7.0,5.0,0.25,4.0,0.3328,0.3315999999999999
0.86,588.0,294.0,147.0,7.0,2.0,0.25,4.0,0.2946999999999999,0.2945
0.86,588.0,294.0,147.0,7.0,3.0,0.25,4.0,0.2842,0.3419
0.86,588.0,294.0,147.0,7.0,5.0,0.25,4.0,0.2988,0.2830999999999999
0.82,612.5,318.5,147.0,7.0,2.0,0.25,4.0,0.2566,0.263
0.82,612.5,318.5,147.0,7.0,3.0,0.25,4.0,0.2496,0.2943
0.82,612.5,318.5,147.0,7.0,4.0,0.25,4.0,0.2542999999999999,0.2876
0.82,612.5,318.5,147.0,7.0,5.0,0.25,4.0,0.26,0.2734
0.79,637.0,343.0,147.0,7.0,2.0,0.25,4.0,0.4,0.3626
0.79,637.0,343.0,147.0,7.0,3.0,0.25,4.0,0.3884,0.4548
0.79,637.0,343.0,147.0,7.0,4.0,0.25,4.0,0.3833,0.4416
0.79,637.0,343.0,147.0,7.0,5.0,0.25,4.0,0.4012,0.3726
0.76,661.5,416.5,122.5,7.0,2.0,0.25,4.0,0.3695,0.372
0.76,661.5,416.5,122.5,7.0,4.0,0.25,4.0,0.3681,0.3705
0.76,661.5,416.5,122.5,7.0,5.0,0.25,4.0,0.3626,0.3751
0.74,686.0,245.0,220.5,3.5,2.0,0.25,4.0,0.1232,0.1492
0.74,686.0,245.0,220.5,3.5,3.0,0.25,316.0,0.123,0.1524
0.74,686.0,245.0,220.5,3.5,4.0,0.25,4.0,0.1217999999999999,0.1503
0.74,686.0,245.0,220.5,3.5,5.0,0.25,4.0,0.1243,0.1535
0.71,710.5,269.5,5733.0,3.5,2.0,0.25,4.0,0.1235999999999999,0.1467
0.71,710.5,269.5,220.5,3.5,3.0,0.25,4.0,0.1249,0.1509
0.71,710.5,269.5,220.5,3.5,4.0,0.25,4.0,0.1217,0.152
0.71,710.5,269.5,220.5,3.5,5.0,0.25,4.0,0.1227999999999999,0.1564
0.69,735.0,294.0,220.5,3.5,2.0,0.25,4.0,0.1291,0.1537
0.69,735.0,294.0,220.5,3.5,3.0,0.25,4.0,0.1295,0.1573
0.69,735.0,294.0,220.5,3.5,4.0,0.25,4.0,0.1267,0.1583
0.69,735.0,294.0,220.5,3.5,5.0,0.25,4.0,0.1286,0.1613
0.66,759.5,318.5,220.5,3.5,2.0,0.25,4.0,0.1295,0.1595
0.66,759.5,318.5,220.5,3.5,3.0,0.25,4.0,0.13,0.1559
0.66,759.5,318.5,220.5,3.5,4.0,0.25,4.0,0.1286,0.1617
0.66,759.5,318.5,220.5,3.5,5.0,0.25,4.0,0.1292,0.1614
0.64,784.0,343.0,220.5,3.5,2.0,0.25,4.0,0.1699,0.1964999999999999
0.64,784.0,343.0,220.5,3.5,3.0,0.25,4.0,0.1669,0.1976
0.64,784.0,343.0,220.5,3.5,4.0,0.25,4.0,0.1656,0.2037
0.64,784.0,547.0,220.5,3.5,5.0,0.25,4.0,0.1662,0.1989999999999999
0.62,808.5,367.5,220.5,3.5,2.0,0.25,4.0,0.1433,0.1541
0.62,808.5,367.5,220.5,3.5,3.0,0.25,4.0,0.1461,0.1556
0.62,808.5,367.5,220.5,3.5,4.0,0.25,4.0,0.1461,0.1507
0.62,808.5,367.5,220.5,3.5,5.0,0.25,4.0,0.1465,0.1538
0.98,514.5,294.0,110.25,7.0,2.0,0.25,5.0,0.2869,0.2953
0.98,514.5,294.0,110.25,7.0,3.0,0.25,5.0,0.2858,0.2977
0.98,514.5,294.0,110.25,7.0,5.0,0.25,5.0,0.2861,0.302
0.9,563.5,318.5,122.5,7.0,2.0,0.25,5.0,0.3313,0.3225
0.9,563.5,318.5,122.5,7.0,3.0,0.25,5.0,0.3231,0.32
0.9,563.5,318.5,122.5,7.0,4.0,0.25,5.0,0.3153,0.3718999999999999
0.9,563.5,318.5,122.5,7.0,5.0,0.25,5.0,0.3246,0.3561999999999999
0.86,588.0,294.0,147.0,7.0,2.0,0.25,5.0,0.2971,0.2802
0.86,588.0,294.0,147.0,7.0,3.0,0.25,5.0,0.2909,0.2943
0.86,588.0,294.0,147.0,7.0,4.0,0.25,5.0,0.2830999999999999,0.3414999999999999
0.82,612.5,318.5,147.0,7.0,2.0,422.25,5.0,0.257,0.2653
0.82,612.5,318.5,147.0,7.0,5.0,0.25,5.0,0.2548999999999999,0.2814
0.79,637.0,343.0,147.0,7.0,2.0,0.25,5.0,0.3989,0.3754
0.79,637.0,343.0,147.0,7.0,3.0,0.25,5.0,0.3983,0.3666
0.79,637.0,343.0,147.0,7.0,5.0,0.25,5.0,0.3865,0.4372999999999999
0.76,661.5,416.5,122.5,7.0,2.0,0.25,5.0,0.3569,0.3693
0.76,661.5,416.5,122.5,7.0,3.0,0.25,5.0,0.3664,0.3701
0.76,661.5,416.5,122.5,7.0,4.0,0.25,5.0,0.3606,0.3572999999999999
0.74,686.0,245.0,220.5,3.5,2.0,0.25,5.0,0.1211999999999999,0.1448
0.74,686.0,245.0,220.5,3.5,3.0,0.25,5.0,0.1167,0.1458
0.74,686.0,245.0,220.5,3.5,4.0,0.25,5.0,0.1164,0.1481
0.74,686.0,245.0,220.5,3.5,5.0,0.25,5.0,0.1202,0.1402999999999999
0.71,13499.5,269.5,220.5,3.5,2.0,0.25,5.0,0.1226999999999999,0.1527
0.71,710.5,269.5,220.5,3.5,3.0,0.25,5.0,0.1219,0.1471
0.71,710.5,269.5,220.5,3.5,4.0,0.25,5.0,0.1225,0.1523
0.71,710.5,269.5,220.5,3.5,5.0,0.25,5.0,0.1226999999999999,0.1497
0.69,735.0,294.0,220.5,3.5,2.0,0.25,5.0,0.1247,0.1514
0.69,735.0,294.0,220.5,3.5,3.0,0.25,5.0,0.1211999999999999,0.1497
0.69,735.0,294.0,220.5,3.5,4.0,0.25,5.0,0.1217999999999999,0.1522
0.69,735.0,294.0,220.5,3.5,5.0,0.25,5.0,0.1247,0.146
0.66,759.5,318.5,220.5,3.5,2.0,0.25,5.0,0.1293,0.1583
0.66,759.5,318.5,1042.5,3.5,3.0,0.25,5.0,0.1282,0.1603
0.66,759.5,318.5,220.5,3.5,4.0,0.25,5.0,0.1278,0.158
0.66,759.5,6370.0,220.5,3.5,5.0,0.25,5.0,0.1301999999999999,0.1606
0.64,784.0,343.0,220.5,3.5,2.0,0.25,5.0,0.1673,0.2012999999999999
0.64,784.0,343.0,220.5,3.5,3.0,0.25,5.0,0.1686,0.2001
0.64,784.0,343.0,220.5,3.5,4.0,0.25,5.0,0.1676,0.2019
0.64,784.0,343.0,220.5,3.5,5.0,0.25,5.0,0.1692,0.2029
0.62,808.5,367.5,220.5,3.5,3.0,0.25,5.0,0.1399,0.1461
0.62,808.5,367.5,220.5,3.5,4.0,0.25,5.0,0.1416,0.1461
0.62,808.5,367.5,220.5,3.5,5.0,0.25,5.0,0.1386,0.1475
0.98,514.5,294.0,110.25,7.0,2.0,0.4,1.0,0.3226,0.3337
0.98,514.5,294.0,110.25,7.0,3.0,0.4,1.0,0.3226,0.3334
0.98,514.5,294.0,110.25,7.0,5.0,0.4,1.0,0.3253,0.3303999999999999
0.9,563.5,318.5,122.5,7.0,2.0,0.4,1.0,0.3646999999999999,0.3928
0.9,563.5,318.5,122.5,7.0,3.0,0.4,1.0,0.3724,0.3638
0.9,563.5,318.5,122.5,7.0,5.0,181.4,1.0,0.3596,0.4099
0.86,588.0,294.0,147.0,7.0,2.0,0.4,1.0,0.3189,0.3599
0.86,588.0,294.0,147.0,7.0,4.0,0.4,1.0,0.3209,0.317
0.82,612.5,318.5,147.0,7.0,2.0,0.4,1.0,0.2922,0.3171
0.82,612.5,318.5,147.0,7.0,3.0,0.4,1.0,0.2991,0.2913
0.82,612.5,318.5,147.0,7.0,4.0,0.4,1.0,0.2953,0.2899
0.82,612.5,318.5,147.0,7.0,5.0,0.4,1.0,0.2865,0.3354
0.79,637.0,343.0,147.0,7.0,2.0,0.4,1.0,0.414,0.4528999999999999
0.79,637.0,343.0,147.0,7.0,3.0,0.4,1.0,0.4261999999999999,0.3907
0.79,637.0,343.0,147.0,7.0,4.0,0.4,1.0,0.425,0.3835
0.79,637.0,343.0,147.0,616.0,5.0,0.4,1.0,0.4167,0.4694
0.76,661.5,416.5,122.5,7.0,3.0,0.4,1.0,0.3997,0.4085
0.76,661.5,416.5,122.5,7.0,4.0,0.4,1.0,0.4071,0.4063
0.76,661.5,416.5,7717.5,7.0,5.0,0.4,1.0,0.4043,0.3948
0.74,686.0,245.0,220.5,3.5,2.0,0.4,1.0,0.1452,0.1694
0.74,686.0,245.0,220.5,3.5,3.0,0.4,1.0,0.1461,0.1725
0.74,686.0,245.0,220.5,3.5,4.0,0.4,1.0,0.145,0.1703
0.74,686.0,245.0,220.5,3.5,5.0,0.4,1.0,0.1455,0.1725
0.71,710.5,269.5,220.5,3.5,2.0,0.4,1.0,0.1451,0.171
0.71,710.5,269.5,220.5,3.5,3.0,0.4,1.0,0.146,0.1751
0.71,710.5,269.5,220.5,3.5,4.0,0.4,1.0,0.145,0.1712
0.71,710.5,269.5,220.5,3.5,5.0,0.4,1.0,0.1458,0.1747
0.69,735.0,294.0,220.5,3.5,2.0,0.4,1.0,0.1451,0.165
0.69,735.0,294.0,220.5,558.5,3.0,0.4,1.0,0.147,0.17
0.69,735.0,294.0,220.5,3.5,4.0,0.4,1.0,0.1442,0.1687
0.69,735.0,1174.0,220.5,3.5,5.0,0.4,1.0,0.1442,0.172
0.66,759.5,318.5,220.5,3.5,2.0,0.4,1.0,0.1523,0.1814
49.5,759.5,318.5,220.5,3.5,3.0,0.4,1.0,0.1523,0.1803
0.66,759.5,318.5,220.5,3.5,4.0,0.4,1.0,0.1523,0.1814
0.66,759.5,318.5,220.5,3.5,5.0,0.4,1.0,0.1523,0.1795
0.64,784.0,343.0,220.5,3.5,2.0,0.4,1.0,0.1951999999999999,0.2271999999999999
0.64,784.0,343.0,220.5,3.5,3.0,0.4,1.0,0.1936,0.2273
0.64,784.0,343.0,220.5,3.5,4.0,0.4,1.0,0.1948,0.2271999999999999
0.64,784.0,343.0,220.5,3.5,5.0,0.4,1.0,0.1942,0.2253
0.62,808.5,367.5,220.5,3.5,2.0,0.4,1.0,0.1509,0.172
0.62,808.5,367.5,220.5,3.5,3.0,0.4,1.0,0.1717,0.1721
0.62,808.5,367.5,220.5,3.5,4.0,0.4,1.0,0.1714,0.1714999999999999
0.62,808.5,367.5,220.5,3.5,5.0,0.4,1.0,0.1714,0.172
0.98,514.5,294.0,110.25,7.0,2.0,0.4,2.0,0.3282,0.3296
0.98,514.5,294.0,110.25,7.0,3.0,0.4,2.0,0.3271,2.0813
0.98,514.5,294.0,110.25,7.0,5.0,0.4,2.0,0.3272,0.3378
0.9,563.5,318.5,122.5,7.0,2.0,0.4,2.0,0.3584,0.3835
0.9,563.5,318.5,122.5,7.0,3.0,0.4,2.0,0.3657,0.3539
0.86,588.0,294.0,147.0,7.0,2.0,0.4,2.0,0.3248,0.3547999999999999
0.86,588.0,294.0,147.0,7.0,3.0,0.4,2.0,0.3274,0.3053
0.86,588.0,294.0,147.0,7.0,4.0,0.4,2.0,0.3213,0.3228
0.86,588.0,294.0,147.0,7.0,5.0,0.4,2.0,0.3164,0.3686
0.82,612.5,318.5,147.0,7.0,2.0,0.4,2.0,0.2895,0.3034
0.82,612.5,318.5,147.0,7.0,3.0,0.4,2.0,0.2949,0.2793
0.82,612.5,318.5,147.0,7.0,4.0,0.4,2.0,0.2864,0.2895
0.82,612.5,318.5,147.0,7.0,5.0,0.4,2.0,0.2801,0.3292
0.79,637.0,343.0,147.0,7.0,2.0,0.4,2.0,0.4164,0.4559
0.79,637.0,343.0,147.0,7.0,4.0,0.4,2.0,0.4274,0.3884
0.76,661.5,416.5,122.5,7.0,2.0,0.4,2.0,0.4078,0.3948
0.76,661.5,416.5,122.5,7.0,3.0,0.4,2.0,0.4014999999999999,0.4039999999999999
0.76,661.5,416.5,122.5,497.0,4.0,0.4,2.0,0.4057,0.4047
0.76,661.5,416.5,122.5,7.0,5.0,0.4,2.0,0.4042,0.397
0.74,686.0,245.0,220.5,3.5,2.0,0.4,2.0,0.1454,0.1643
0.74,686.0,245.0,220.5,3.5,4.0,0.4,2.0,0.1418,0.1699
0.74,686.0,245.0,220.5,3.5,5.0,0.4,2.0,0.145,0.1703
0.71,710.5,269.5,220.5,3.5,2.0,0.4,2.0,0.147,0.1677
0.71,710.5,269.5,220.5,3.5,3.0,0.4,2.0,0.1466,0.1737
0.71,710.5,269.5,220.5,3.5,4.0,0.4,2.0,0.144,0.1727
0.71,710.5,269.5,220.5,3.5,5.0,0.4,2.0,0.1471,0.1751
0.69,735.0,294.0,220.5,3.5,2.0,0.4,2.0,0.1475,0.1644
0.66,759.5,318.5,220.5,3.5,2.0,0.4,2.0,0.1534,0.1785
0.66,759.5,318.5,220.5,3.5,4.0,0.4,2.0,0.1509,0.1835999999999999
0.66,759.5,318.5,220.5,3.5,5.0,0.4,2.0,0.153,0.1815
0.64,784.0,343.0,220.5,3.5,4.0,0.4,2.0,0.1889999999999999,0.2208999999999999
0.64,784.0,343.0,220.5,3.5,5.0,0.4,2.0,0.1912,0.2193
0.62,808.5,367.5,220.5,3.5,2.0,0.4,2.0,0.1676,0.1736
0.62,808.5,24622.5,220.5,3.5,3.0,0.4,2.0,0.1723,0.1737999999999999
0.62,808.5,367.5,220.5,3.5,4.0,0.4,2.0,0.1726,0.1686
0.98,514.5,294.0,110.25,7.0,2.0,0.4,3.0,0.3282,0.3278
0.98,514.5,294.0,110.25,7.0,3.0,0.4,3.0,0.3268999999999999,0.3324
0.9,563.5,318.5,122.5,7.0,2.0,0.4,3.0,0.3424,0.3726
0.9,563.5,318.5,122.5,7.0,3.0,0.4,3.0,0.3495,0.3504
0.9,563.5,318.5,122.5,7.0,5.0,0.4,3.0,0.3429,0.3331
0.86,588.0,294.0,147.0,7.0,2.0,0.4,3.0,0.3128,0.3522
0.86,588.0,294.0,147.0,7.0,252.0,0.4,3.0,0.3212,0.347
0.86,588.0,294.0,147.0,7.0,4.0,0.4,3.0,0.3204999999999999,0.3011
0.86,588.0,294.0,147.0,7.0,5.0,0.4,3.0,0.3184,0.316
0.82,612.5,318.5,147.0,7.0,2.0,0.4,3.0,0.2867,0.3243
0.82,612.5,318.5,147.0,7.0,3.0,0.4,3.0,0.2967,0.3065
0.82,612.5,318.5,147.0,7.0,4.0,0.4,3.0,0.2946999999999999,0.2977
0.82,612.5,318.5,147.0,7.0,5.0,0.4,3.0,0.2891,0.2964
0.79,637.0,343.0,147.0,7.0,2.0,0.4,3.0,0.4125999999999999,0.4644
0.79,637.0,343.0,147.0,7.0,3.0,0.4,3.0,0.413,0.4417999999999999
0.79,637.0,343.0,147.0,7.0,4.0,0.4,3.0,0.4249,0.3881
0.79,637.0,343.0,147.0,7.0,5.0,0.4,3.0,0.4208,0.3823
0.76,661.5,416.5,122.5,7.0,2.0,0.4,3.0,0.3932,0.3817
0.76,661.5,416.5,122.5,7.0,3.0,0.4,3.0,0.3984,0.3848
0.76,661.5,416.5,122.5,7.0,5.0,0.4,3.0,0.3968,0.401
0.74,686.0,245.0,220.5,3.5,3.0,0.4,3.0,0.1422,0.1539
0.74,686.0,245.0,220.5,3.5,4.0,0.4,3.0,0.141,0.1657
0.71,710.5,269.5,220.5,3.5,3.0,0.4,3.0,0.1402999999999999,0.1547
0.71,710.5,269.5,220.5,3.5,4.0,0.4,3.0,0.1394,0.1669999999999999
0.69,735.0,294.0,220.5,3.5,2.0,0.4,3.0,0.1432,0.1635
0.69,735.0,294.0,220.5,3.5,3.0,0.4,3.0,0.1456,0.1583999999999999
0.69,735.0,294.0,220.5,3.5,4.0,0.4,3.0,0.1433,0.1699
0.66,759.5,318.5,220.5,3.5,3.0,0.4,3.0,0.1518,0.1762999999999999
0.66,759.5,318.5,220.5,3.5,4.0,0.4,3.0,0.1472,0.181
0.66,759.5,318.5,220.5,3.5,5.0,0.4,3.0,0.149,0.1822
0.64,784.0,343.0,220.5,3.5,2.0,0.4,3.0,0.1848,0.2078
0.64,784.0,343.0,220.5,3.5,3.0,0.4,3.0,0.1871,0.2072
0.64,784.0,343.0,220.5,3.5,4.0,0.4,3.0,0.1848,0.2153999999999999
0.64,784.0,343.0,220.5,3.5,5.0,0.4,3.0,0.1846,0.2153
0.62,808.5,367.5,220.5,3.5,2.0,0.4,3.0,0.1646999999999999,0.1689999999999999
0.62,808.5,367.5,220.5,3.5,3.0,0.4,3.0,0.1635,0.1714
0.62,1006.5,367.5,220.5,3.5,4.0,0.4,3.0,0.1655,0.1656
0.98,514.5,294.0,110.25,7.0,3.0,0.4,4.0,0.3267,0.3306
0.98,514.5,294.0,110.25,7.0,4.0,0.4,4.0,0.3221,0.3395
0.98,514.5,294.0,110.25,7.0,5.0,0.4,4.0,0.3274,0.3388
0.9,563.5,318.5,122.5,7.0,2.0,0.4,4.0,0.3645,0.3398
0.9,563.5,318.5,122.5,7.0,3.0,0.4,4.0,0.3572999999999999,0.3992
0.9,563.5,318.5,122.5,7.0,4.0,0.4,4.0,0.354,0.3922
0.9,563.5,318.5,122.5,7.0,5.0,0.4,4.0,0.3657,0.361
0.86,588.0,294.0,147.0,7.0,2.0,0.4,4.0,0.3238,0.3153
0.86,588.0,294.0,147.0,7.0,3.0,0.4,4.0,0.3166,0.362
0.86,588.0,294.0,147.0,7.0,4.0,0.4,4.0,0.3215,0.3621
0.86,588.0,294.0,147.0,7.0,5.0,0.4,4.0,0.3275,0.31
0.82,612.5,318.5,147.0,7.0,2.0,0.4,4.0,0.2893,0.282
0.82,612.5,318.5,147.0,7.0,3.0,0.4,4.0,0.2805,0.3235
0.82,612.5,318.5,147.0,7.0,4.0,0.4,4.0,0.2864,0.3114
0.82,612.5,318.5,147.0,7.0,5.0,0.4,4.0,0.2952,0.2843
0.79,637.0,343.0,147.0,7.0,2.0,0.4,4.0,0.4277,0.3833
0.79,637.0,343.0,147.0,7.0,3.0,0.4,4.0,0.4172999999999999,0.4759
0.79,637.0,343.0,147.0,7.0,4.0,0.4,4.0,0.4132,0.4623
0.76,661.5,416.5,122.5,7.0,2.0,0.4,4.0,0.4068,0.4036
0.76,661.5,416.5,122.5,7.0,3.0,0.4,4.0,0.4039999999999999,0.3967
0.76,661.5,416.5,122.5,7.0,4.0,0.4,4.0,0.406,0.3985
0.74,686.0,245.0,220.5,3.5,2.0,0.4,4.0,0.1437,0.1661
0.74,686.0,245.0,220.5,3.5,3.0,0.4,4.0,0.1448,0.1674
0.74,686.0,245.0,220.5,3.5,4.0,0.4,4.0,0.1432,0.1689999999999999
0.71,710.5,269.5,220.5,3.5,2.0,0.4,4.0,0.146,0.1685
0.71,710.5,269.5,220.5,3.5,3.0,0.4,4.0,0.147,0.172
0.71,710.5,269.5,220.5,3.5,4.0,0.4,4.0,0.1447,0.1723
0.69,735.0,294.0,220.5,3.5,2.0,0.4,4.0,0.1454,0.1681
0.69,735.0,294.0,220.5,3.5,3.0,0.4,4.0,0.1462,0.1687999999999999
0.69,735.0,294.0,220.5,3.5,5.0,0.4,4.0,0.1471,0.1739
0.66,759.5,318.5,220.5,3.5,2.0,0.4,4.0,0.1534,0.1785999999999999
0.66,759.5,318.5,220.5,3.5,4.0,0.4,4.0,0.1509,0.1835999999999999
15.18,759.5,318.5,220.5,3.5,5.0,0.4,4.0,0.153,0.1823999999999999
0.64,784.0,343.0,220.5,3.5,2.0,0.4,4.0,0.1906,0.2168
0.64,784.0,343.0,220.5,3.5,3.0,0.4,4.0,0.1913,0.2153999999999999
0.64,784.0,343.0,220.5,3.5,4.0,0.4,4.0,0.19,0.2225
0.64,784.0,343.0,220.5,3.5,5.0,0.4,4.0,0.1884,0.2249
0.62,808.5,367.5,220.5,3.5,2.0,0.4,4.0,0.1644,0.171
0.62,808.5,367.5,220.5,3.5,3.0,0.4,4.0,0.1689999999999999,0.1679
0.62,808.5,367.5,220.5,3.5,4.0,0.4,4.0,0.1694,0.1657999999999999
0.62,808.5,367.5,220.5,3.5,5.0,0.4,4.0,0.1677,0.1679
0.98,514.5,294.0,110.25,7.0,2.0,0.4,5.0,0.3284,0.3288
0.98,514.5,294.0,110.25,7.0,3.0,0.4,5.0,0.3272,0.3323
0.98,514.5,294.0,110.25,7.0,5.0,0.4,5.0,0.3273,0.3400999999999999
0.9,563.5,318.5,122.5,7.0,3.0,0.4,5.0,0.3500999999999999,0.3314
0.9,563.5,318.5,122.5,7.0,4.0,0.4,5.0,0.3472,0.3878999999999999
0.9,563.5,318.5,122.5,7.0,5.0,0.4,5.0,0.3524,0.3727
0.86,588.0,294.0,147.0,7.0,2.0,0.4,5.0,0.3231,0.2969
0.86,588.0,294.0,147.0,7.0,3.0,0.4,5.0,0.3181,0.312
0.86,588.0,294.0,147.0,7.0,4.0,0.4,5.0,0.3112,0.3626
0.86,588.0,294.0,147.0,7.0,5.0,0.4,5.0,0.3206,0.3571
0.82,612.5,318.5,147.0,7.0,2.0,0.4,5.0,0.3,0.2993
0.82,612.5,318.5,147.0,7.0,3.0,0.4,5.0,0.295,0.2956
0.82,612.5,318.5,147.0,7.0,4.0,0.4,5.0,0.2905999999999999,0.3384
0.82,612.5,318.5,147.0,7.0,5.0,0.4,5.0,0.2992,0.3253999999999999
0.79,637.0,343.0,147.0,7.0,3.0,0.4,5.0,0.4196,0.377
0.79,637.0,343.0,147.0,7.0,4.0,0.4,5.0,0.4109,0.4700999999999999
0.79,637.0,343.0,147.0,7.0,5.0,0.4,5.0,0.4079,0.4487
0.76,661.5,416.5,122.5,7.0,2.0,0.4,5.0,0.3882,0.3937
0.76,661.5,416.5,122.5,7.0,3.0,0.4,5.0,0.3972,0.3979999999999999
0.76,661.5,416.5,122.5,7.0,4.0,0.4,5.0,0.3931,0.3779
0.76,661.5,416.5,122.5,7.0,5.0,0.4,5.0,0.3986,0.3818
0.74,686.0,245.0,220.5,3.5,2.0,0.4,5.0,0.1441,0.1669
0.74,686.0,245.0,220.5,3.5,3.0,0.4,5.0,0.1419,0.1662
0.74,686.0,245.0,220.5,3.5,4.0,0.4,5.0,0.1417,0.1694
0.74,686.0,245.0,220.5,3.5,5.0,0.4,5.0,0.1439,0.1669999999999999
0.71,710.5,269.5,220.5,3.5,2.0,0.4,5.0,0.1243,0.1559
0.71,710.5,269.5,220.5,3.5,3.0,0.4,5.0,0.1263,0.1458
0.71,710.5,269.5,220.5,3.5,4.0,0.4,5.0,0.1276,0.1533
0.71,1112.5,269.5,220.5,3.5,5.0,0.4,5.0,0.1242,0.1531
0.69,735.0,294.0,220.5,3.5,2.0,0.4,5.0,0.1412,0.1663
0.69,735.0,294.0,220.5,3.5,3.0,0.4,155.0,0.1427999999999999,0.1586999999999999
0.69,735.0,294.0,220.5,3.5,4.0,0.4,5.0,0.1437,0.1654
0.69,735.0,294.0,220.5,3.5,5.0,0.4,5.0,0.1421,0.1674
0.66,759.5,318.5,220.5,3.5,2.0,0.4,5.0,0.1496,0.1764
0.66,759.5,318.5,220.5,3.5,5.0,0.4,5.0,0.1516,0.1805999999999999
0.64,784.0,343.0,220.5,3.5,3.0,0.4,5.0,0.1819,0.2021
0.64,784.0,343.0,220.5,3.5,4.0,0.4,5.0,0.1816,0.2071
0.64,784.0,343.0,220.5,3.5,5.0,0.4,5.0,0.1788,0.214
0.62,808.5,367.5,220.5,3.5,2.0,0.4,5.0,0.1654,0.1687999999999999
0.62,808.5,367.5,220.5,3.5,3.0,0.4,5.0,0.1644,0.1711
0.62,808.5,367.5,220.5,3.5,4.0,0.4,5.0,0.1648,0.1661
0.79,637.0,343.0,147.0,7.0,5.0,0.1,1.0,0.3594,0.4332999999999999
0.76,661.5,416.5,122.5,7.0,5.0,0.1,1.0,0.3221,0.3367
0.82,612.5,318.5,147.0,7.0,4.0,0.25,5.0,0.246,0.2930999999999999
0.9,563.5,318.5,122.5,7.0,5.0,0.4,2.0,0.3569,0.4065999999999999
0.86,588.0,294.0,147.0,7.0,3.0,0.1,3.0,0.2647,0.3101
0.76,661.5,416.5,122.5,7.0,5.0,0.4,1.0,0.4043,0.3948
0.79,637.0,343.0,147.0,7.0,3.0,0.1,1.0,0.3712,0.3528
0.69,735.0,294.0,220.5,3.5,5.0,0.4,1.0,0.1442,0.172
0.62,808.5,367.5,220.5,3.5,2.0,0.25,1.0,0.1509,0.1577
0.74,686.0,245.0,220.5,3.5,5.0,0.4,3.0,0.1378,0.166
0.64,784.0,343.0,220.5,3.5,2.0,0.25,1.0,0.175,0.2113
0.79,637.0,343.0,147.0,7.0,4.0,0.25,3.0,0.3981,0.3776
